Type,URL,Title,CategoryOrRegion,City,StateOrCountry
"Condition Topic","https://nutritioncolours.com/topic/smokers-cough","Smoker's Cough","metabolic","",""
"Condition Topic","https://nutritioncolours.com/topic/alcoholic-liver-disease","Alcoholic Liver Disease","metabolic","",""
"Condition Topic","https://nutritioncolours.com/topic/diabetic-neuropathy","Diabetic Neuropathy","metabolic","",""
"Condition Topic","https://nutritioncolours.com/topic/diabetic-retinopathy","Diabetic Retinopathy","metabolic","",""
"Condition Topic","https://nutritioncolours.com/topic/pku","PKU","metabolic","",""
"Condition Topic","https://nutritioncolours.com/topic/wilsons-disease","Wilson's Disease","metabolic","",""
"Condition Topic","https://nutritioncolours.com/topic/g6pd-deficiency","G6PD Deficiency","metabolic","",""
"Condition Topic","https://nutritioncolours.com/topic/lactose-intolerance","Lactose Intolerance","metabolic","",""
"Condition Topic","https://nutritioncolours.com/topic/hereditary-fructose-intolerance","Hereditary Fructose Intolerance","metabolic","",""
"Condition Topic","https://nutritioncolours.com/topic/cystic-fibrosis","Cystic Fibrosis","metabolic","",""
"Condition Topic","https://nutritioncolours.com/topic/listeria-toxo-trichinosis","Listeria / Toxo / Trichinosis","immunity","",""
"Condition Topic","https://nutritioncolours.com/topic/botulism","Botulism","immunity","",""
"Condition Topic","https://nutritioncolours.com/topic/systemic-yeast","Systemic Yeast","immunity","",""
"Condition Topic","https://nutritioncolours.com/topic/uti-cystitis","UTI / Cystitis","immunity","",""
"Condition Topic","https://nutritioncolours.com/topic/interstitial-cystitis","Interstitial Cystitis","immunity","",""
"Condition Topic","https://nutritioncolours.com/topic/swimmers-ear","Swimmer's Ear","immunity","",""
"Condition Topic","https://nutritioncolours.com/topic/low-potassium","Low Potassium","immunity","",""
"Condition Topic","https://nutritioncolours.com/topic/vit-a-toxicity","Vit A Toxicity","immunity","",""
"Condition Topic","https://nutritioncolours.com/topic/mercury-poisoning","Mercury Poisoning","immunity","",""
"Condition Topic","https://nutritioncolours.com/topic/caffeine-toxicity","Caffeine Toxicity","immunity","",""
"Condition Topic","https://nutritioncolours.com/topic/pellagra-beri-beri","Pellagra / Beri-Beri","immunity","",""
"Condition Topic","https://nutritioncolours.com/topic/asthma","Asthma","immunity","",""
"Condition Topic","https://nutritioncolours.com/topic/h-pylori-infection","H. pylori Infection","immunity","",""
"Condition Topic","https://nutritioncolours.com/topic/liver-cancer","Liver Cancer","metabolic","",""
"Condition Topic","https://nutritioncolours.com/topic/kidney-cancer","Kidney Cancer","metabolic","",""
"Condition Topic","https://nutritioncolours.com/topic/esophageal-cancer","Esophageal Cancer","metabolic","",""
"Condition Topic","https://nutritioncolours.com/topic/binge-eating","Binge Eating","metabolic","",""
"Condition Topic","https://nutritioncolours.com/topic/anorexia-nervosa","Anorexia Nervosa","metabolic","",""
"Condition Topic","https://nutritioncolours.com/topic/bulimia-nervosa","Bulimia Nervosa","metabolic","",""
"Condition Topic","https://nutritioncolours.com/topic/type-2-diabetes-foot","Type 2 Diabetes Foot","metabolic","",""
"Condition Topic","https://nutritioncolours.com/topic/hypothermia","Hypothermia","metabolic","",""
"Condition Topic","https://nutritioncolours.com/topic/frostbite","Frostbite","metabolic","",""
"Condition Topic","https://nutritioncolours.com/topic/chilblains","Chilblains","metabolic","",""
"Condition Topic","https://nutritioncolours.com/topic/jet-lag","Jet Lag","metabolic","",""
"Condition Topic","https://nutritioncolours.com/topic/shift-work-disorder","Shift Work Disorder","metabolic","",""
"Condition Topic","https://nutritioncolours.com/topic/sibo-gut","SIBO (Gut)","metabolic","",""
"Condition Topic","https://nutritioncolours.com/topic/non-alcoholic-fatty-liver","Non-Alcoholic Fatty Liver","metabolic","",""
"Condition Topic","https://nutritioncolours.com/topic/osteopenia","Osteopenia","metabolic","",""
"Condition Topic","https://nutritioncolours.com/topic/pre-diabetes","Pre-Diabetes","metabolic","",""
"Herb & Spice Profile","https://nutritioncolours.com/herb/turmeric","Turmeric","Botanical Database","",""
"Herb & Spice Profile","https://nutritioncolours.com/herb/ashwagandha","Ashwagandha","Botanical Database","",""
"Herb & Spice Profile","https://nutritioncolours.com/herb/cinnamon","Ceylon Cinnamon","Botanical Database","",""
"Herb & Spice Profile","https://nutritioncolours.com/herb/ginger","Ginger","Botanical Database","",""
"Herb & Spice Profile","https://nutritioncolours.com/herb/ragi","Ragi (Finger Millet)","Botanical Database","",""
"Herb & Spice Profile","https://nutritioncolours.com/herb/spirulina","Spirulina","Botanical Database","",""
"Herb & Spice Profile","https://nutritioncolours.com/herb/fenugreek","Fenugreek","Botanical Database","",""
"Herb & Spice Profile","https://nutritioncolours.com/herb/holy-basil","Holy Basil (Tulsi)","Botanical Database","",""
"Herb & Spice Profile","https://nutritioncolours.com/herb/garlic","Garlic","Botanical Database","",""
"Herb & Spice Profile","https://nutritioncolours.com/herb/mint","Mint","Botanical Database","",""
"Herb & Spice Profile","https://nutritioncolours.com/herb/coriander-cilantro","Coriander (Cilantro)","Botanical Database","",""
"Herb & Spice Profile","https://nutritioncolours.com/herb/basil","Basil","Botanical Database","",""
"Herb & Spice Profile","https://nutritioncolours.com/herb/rosemary","Rosemary","Botanical Database","",""
"Herb & Spice Profile","https://nutritioncolours.com/herb/lavender","Lavender","Botanical Database","",""
"Herb & Spice Profile","https://nutritioncolours.com/herb/oregano","Oregano","Botanical Database","",""
"Herb & Spice Profile","https://nutritioncolours.com/herb/thyme","Thyme","Botanical Database","",""
"Herb & Spice Profile","https://nutritioncolours.com/herb/parsley","Parsley","Botanical Database","",""
"Herb & Spice Profile","https://nutritioncolours.com/herb/echinacea","Echinacea","Botanical Database","",""
"Herb & Spice Profile","https://nutritioncolours.com/herb/lemon-balm","Lemon Balm","Botanical Database","",""
"Herb & Spice Profile","https://nutritioncolours.com/herb/shiso-perilla","Shiso (Perilla)","Botanical Database","",""
"Herb & Spice Profile","https://nutritioncolours.com/herb/hibiscus","Hibiscus","Botanical Database","",""
"Herb & Spice Profile","https://nutritioncolours.com/herb/valerian-root","Valerian Root","Botanical Database","",""
"Herb & Spice Profile","https://nutritioncolours.com/herb/dill","Dill","Botanical Database","",""
"Herb & Spice Profile","https://nutritioncolours.com/herb/ginseng","Ginseng","Botanical Database","",""
"Herb & Spice Profile","https://nutritioncolours.com/herb/marjoram","Marjoram","Botanical Database","",""
"Herb & Spice Profile","https://nutritioncolours.com/herb/tarragon","Tarragon","Botanical Database","",""
"Herb & Spice Profile","https://nutritioncolours.com/herb/st-johns-wort","St. John's Wort","Botanical Database","",""
"Herb & Spice Profile","https://nutritioncolours.com/herb/ginkgo-biloba","Ginkgo Biloba","Botanical Database","",""
"Herb & Spice Profile","https://nutritioncolours.com/herb/curry-leaves","Curry Leaves","Botanical Database","",""
"Herb & Spice Profile","https://nutritioncolours.com/herb/cumin","Cumin (Jeera)","Botanical Database","",""
"Herb & Spice Profile","https://nutritioncolours.com/herb/cardamom","Cardamom (Elaichi)","Botanical Database","",""
"Herb & Spice Profile","https://nutritioncolours.com/herb/clove","Clove (Laung)","Botanical Database","",""
"Herb & Spice Profile","https://nutritioncolours.com/herb/black-pepper","Black Pepper (Kali Mirch)","Botanical Database","",""
"Herb & Spice Profile","https://nutritioncolours.com/herb/asafoetida","Asafoetida (Hing)","Botanical Database","",""
"Herb & Spice Profile","https://nutritioncolours.com/herb/saffron","Saffron (Kesar)","Botanical Database","",""
"Herb & Spice Profile","https://nutritioncolours.com/herb/carom-seeds","Carom Seeds (Ajwain)","Botanical Database","",""
"Herb & Spice Profile","https://nutritioncolours.com/herb/mustard-seeds","Mustard Seeds (Sarson)","Botanical Database","",""
"Herb & Spice Profile","https://nutritioncolours.com/herb/star-anise","Star Anise (Chakra Phool)","Botanical Database","",""
"Recipe","https://nutritioncolours.com/recipe/golden-turmeric-quinoa","Golden Turmeric Quinoa Nourish Bowl","Main","",""
"Recipe","https://nutritioncolours.com/recipe/avocado-lentil-tartare","Avocado & Sprouted Lentil Herb Tartare","Salad","",""
"Recipe","https://nutritioncolours.com/recipe/green-vitality-soup","Moringa & Spinach Green Vitality Soup","Soup","",""
"Recipe","https://nutritioncolours.com/recipe/beetroot-walnut-carpaccio","Roasted Beetroot & Walnut Carpaccio","Main","",""
"Recipe","https://nutritioncolours.com/recipe/ayurvedic-millet-stew","Ayurvedic Kitchari-Style Millet Stew","Main","",""
"Recipe","https://nutritioncolours.com/recipe/kimchi-rice-bowl","Fermented Kimchi Brown Rice Bowl","Main","",""
"Recipe","https://nutritioncolours.com/recipe/ashwagandha-sweet-potato","Sweet Potato & Ashwagandha Coconut Mash","Side","",""
